name,rating,ratedby,price
"ZOTAC GAMING GeForce GTX 1650 AMP CORE 4GB GDDR6 128-bit Gaming Graphics Card, Super Compact, ZT-T16520J-10L",4.7/5,96.0,193.0
Merrell Moab Speed 2 GTX® Asphalt 7.5 M,,,169.0
"Lowa Women's Renegade GTX Mid Hiking Boot,Stone,8.5 M US",4.1/5,4.0,216.0
"Salewa Men Boots, 12 UK",4.0/5,18.0,289.0
Nike Womens React Pegasus Trail 4 GTX Running Trainers DJ7929 Sneakers Shoes,,,89.0
Salomon X Ultra 4 GTX® Quiet Shade/Black/Evening Primrose 10 D (M),4.6/5,7.0,145.0
EVGA 06G-P4-4995-KR NVIDIA GeForce GTX 980 Ti 6GB Video Card (Renewed),,,218.0
GTX 1650 Low Profile 4GB GPU Dual HDMI Video Card 128 Bit PCIe 3.0 ×16 Bus Powered Graphics Card Support DirectX 12 OpenGL 4.6 HDCP 2.2,4.3/5,13.0,239.0
La Sportiva Womens TX Hike Mid GTX Hiking Boots,3.8/5,11.0,130.0
ASICS Men's Gel-Cumulus 26 GTX Running,,,139.0
Arc'teryx Konseal Fl 2 Leather GTX Black/Black 9 B (M),,,220.0
Merrell Moab 3 GTX® Granite 9.5 M,3.3/5,8.0,140.0
La Sportiva NEPAL CUBE GTX Women's Hiking Shoe,3.3/5,5.0,648.0
Clarks - Womens ATL Trek Path GTX Shoes,5.0/5,1.0,52.0
Teva Women's Grandview GTX Low Hiking Shoe,4.3/5,11.0,99.0
"Gigabyte GeForce GTX 1650 D6 WINDFORCE OC 4G Graphics Card, 2X WINDFORCE Fans, 4GB 128-Bit GDDR6, GV-N1656WF2OC-4GD Video Card",4.5/5,373.0,249.0
Merrell Moab Speed 2 Mid GTX® Asphalt 11 M,5.0/5,1.0,171.0
ecco mens Mx M Shoes,4.3/5,1444.0,120.0
MSI Gaming GeForce GTX 1660 192-Bit HDMI/DP 6GB GDRR5 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 VENTUS XS 6G OC),4.7/5,1380.0,228.0
Salomon X Ultra 4 GTX® Quiet Shade/Black/Evening Primrose 9 D (M),4.3/5,7.0,160.0
Salomon Women's OUTPULSE Mid Gore-Tex Hiking Boots for Women,4.2/5,147.0,106.0
Salomon X Ultra 4 GTX® Slate Green/Olive Night/Black 11.5 D (M),,,160.0
Salomon men's Speedcross 6 Gtx Sneaker,4.7/5,67.0,156.0
HOKA ONE ONE Anacapa 2 Mid GTX Mens Shoes,3.5/5,8.0,
New Balance Men's Fresh Foam X Hierro V7,4.4/5,2167.0,109.0
MSI GAMING GeFroce GTX 1080 Ti 11GB GDRR5X DirectX 12 352-bit VR Ready Graphics Card (GTX 1080 TI GAMING X 11G) (Renewed),3.8/5,8.0,249.0
ZOTAC GeForce GT 1030 2GB GDDR5 64-bit PCIe 3.0 DirectX 12 HDCP Ready Low Profile Video Card ZT-P10300A-10L,4.5/5,1915.0,109.0
SCARPA Women's Rush Mid GTX Waterproof Gore-Tex Shoes for Hiking and Trail Running,4.5/5,3.0,119.0
Merrell Moab Speed 2 Mid GTX®,4.2/5,6.0,180.0
Salewa Crow GTX Mountaineering Boot - Men's,4.5/5,1036.0,289.0
Salewa Crow GTX Mountaineering Boot - Men's,4.5/5,1036.0,289.0
MSI GAMING GeForce GTX 970 4GB OC DirectX 12 VR READY (GTX 970 GAMING 4G),4.5/5,1203.0,
Salomon Men`s Cross Hike 2 Mid GTX Desert/Green 9.5,,,157.0
Salewa Wildfire 2 GTX Hiking Shoe - Men's,4.2/5,35.0,170.0
La Sportiva Womens Nucleo High II GTX Hiking Boots,4.7/5,17.0,171.0
HOKA ONE ONE Kaha 2 Gtx Unisex Shoes,,,239.0
"Merrell Women's Agility Peak 5 GTX Sneaker, Canton, 9.5",,,169.0
HOKA ONE ONE Kaha 2 Low Gtx Unisex Shoes,4.5/5,2.0,209.0
Saucony Women's Peregrine 14 GTX Sneaker,,,160.0
MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Torx Triple Fan Ampere OC Graphics Card (RTX 3060 Ventus 3X 12G OC) (Renewed),4.4/5,69.0,249.0
Brooks Women’s Cascadia 18 GTX Waterproof Mountain Trail Running Shoe,,,139.0
"GTX 1050 4G Graphics Card, 128 Bit GDDR5 PCI Express 3.0 Graphics Card, DVI VGA HDMI Graphics Card with Twin Freeze Fans",4.5/5,5.0,109.0
Mammut Men's High Top,4.0/5,39.0,175.0
ASOLO Tahoe GTX Hiking Shoes - Women's,3.9/5,4.0,121.0
Ecco Men's Track II Low GORE-TEX waterproof outdoor hiking shoe,4.5/5,3106.0,239.0
Salomon Men's X ULTRA PIONEER Hiking Shoes for Men,4.4/5,962.0,115.0
"INOV8 men's Roclite G 286 Gtx Hiking Boot, 10",4.4/5,45.0,64.0
Inov-8 Men's Roclite Pro G 400 GTX V2 Cushioned Foam Padded Comfortable Durable Waterproof Protective Hiking Ankle Boots,4.2/5,7.0,90.0
"EVGA GeForce GTX TITAN X 12GB GAMING, Play 4k with Ease Graphics Card 12G-P4-2990-KR",4.2/5,193.0,
"Merrell Women's, Moab Speed 2 Mid GTX Hiking Boot",,,179.0
"MSI GeForce GTX 1650 Ventus XS 4G OC Gaming Graphics Card 128-Bit HDMI/DP 4GB GDRR5 HDCP Support DirectX 12 VR Ready OC, NVIDIA GPU Video Card for PC Gaming, Computer Graphics Cards (Renewed)",4.3/5,55.0,200.0
"ALTRA Men's AL0A7R6R Olympus 5 Low GTX Trail Running Shoe, Black - 11 M US",3.4/5,13.0,119.0
Merrell Moab 3 GTX® Granite 11.5 M,4.5/5,2.0,147.0
Lowa Mens Zephyr GTX Mid TF Suede Textile Coyote OP Boots 10 US,4.0/5,16.0,229.0
ASUS GeForce GTX 1080 TI 11GB Turbo Edition VR Ready 5K HD Gaming HDMI DisplayPort PC GDDR5X Graphics Card TURBO-GTX1080TI-11G (Renewed),4.1/5,73.0,239.0
Lowa Men's Tibet GTX Trekking Boot,4.7/5,252.0,314.0
INOV8 Women's Roclite G 345 GTX. Hiking Boot,4.1/5,6.0,79.0
Merrell Moab 3 Mid GTX® Sedona Sage 9 M,4.4/5,29.0,140.0
NIKE Women's Running Low,4.4/5,44.0,
Merrell Moab 3 GTX® Earth 8 M,,,121.0
adidas Men's Terrex Trailrider Gore Tex Trail Running Shoes,4.2/5,21.0,117.0
"GTX1050Ti Graphics Card, 12GB DDR5 12 Bit Dual Fan Rapid Cooling Video Gaming Graphics Card for Office and PC Gaming (GTX1050Ti 4GB DDR5 128bit)",1.0/5,1.0,41.0
"Merrell Men's Moab 2 Gtx, Blackout, 10.5",3.6/5,9.0,99.0
La Sportiva Womens Trango Tech GTX Mountaineering/Hiking Boots,4.2/5,18.0,180.0
