,name,status,price,location,sold,link
20,"Motorola Moto G 5G (2024), 128GB Fully Unlocked Sage Green | XT2417-1. Excellent",Excellent - Refurbished,104.99,United States,61.0,https://www.ebay.com/itm/186618415433?_nkw=phones&itmmeta=01J62TP5669T8MC7115H571Z1B&hash=item2b73530949:g:KHkAAOSweQhms8ae&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlbBxC9wcDloByylpcaS5%2FZpxqYEBZvU1DENylW6HRHBT0vHtCsQOg5aBB%2BJpc0qkYaMzOQDcF07bPo8JmO7MHvLVd4gSovFV26mhll5X%2B1RT5S7CFHMkPkR%2BivI9S7AMDng3e6J13xhOupBkkdobwPssxmXJDrwQSDyPCuw8TilI02%2BLmnx3DBUMO%2B9Rn07kb2ambcgP6wzdxZbTzLBPwjRWHphnrQGd%2F9V%2FR6GF%2BZcRWXbPnsYYCWAlu6OHh0lMQZtspNi3mp7ZGbNcWPriBo%7Ctkp%3ABk9SR5rT2NqwZA
21,SHARP AQUOS Keitai 2 601SH Softbank White Unlocked SIM Free FLIP PHONE Android,Pre-Owned,109.99,Japan,25.0,https://www.ebay.com/itm/185710173626?_nkw=phones&itmmeta=01J62TP566N5ARJDXFBZTZT013&hash=item2b3d305dba:g:~FIAAOSwEa1mvz2-&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnkH7I9OmzB8t2sfaSNagDlkCrn7ARgOcU8Ik7qIdWFZIdijgyQmRN1ToopdFeMskFCd3lM6ckgP8gq01FTee7a0QMy1Grm6fmAIaAOCDjrbsKC1WAe0%2BR3xbNWNH%2F8B7xpYEQZw5yKQ7m2FhgJWp%2Bjv3caUVPjPkVynlglFJJPUdeEeL6RixaxI9wv6YrkRo9mSAR8rOx%2Ff07WOgTlr%2FtxG83oiwTfvu%2Fu3dXV97vK1g%3D%3D%7Ctkp%3ABk9SR5rT2NqwZA
22,Apple iPhone 4 IOS7 4S IOS9 8/16/32GB - Unlocked Black White sealed,Pre-Owned,22.0,China,,https://www.ebay.com/itm/266876475864?_nkw=phones&epid=240174820&itmmeta=01J62TP566ZP9AXW0R0N3KXD04&hash=item3e2313d9d8:g:HfoAAOSwssxme3oa&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKksbkYjr3fPw2MLk%2F7BP36QvrAYwYa2LbSeCRLBgSP%2BFYPB1WWu1vkYWIX2vdttDCKIaStSflwhLi7fkDGe3v%2BeonE1FGK%2BUj%2FE0pyBxo5DN5dji5nRASzDRZxACEgQ5uGfEweE7W2McNTGStrE0aCp3R2ZJwIeZ0wgfE0cF7TxDG99GibFgr9BHqxRGyOvCnpRUSUFr6CF1Uv06CHGV7ES69n14VpXzvlXwPrXZjKvwg%3D%3D%7Ctkp%3ABk9SR5rT2NqwZA
23,Apple iPhone SE 1st gen(2016)16/32/64/128GB Fully UNLOCKED Gray/Silver/Gold/Pink,Open Box,65.99,China,,https://www.ebay.com/itm/126556056045?_nkw=phones&epid=240464717&itmmeta=01J62TP566PVKC3DZ689H2EXCM&hash=item1d775429ed:g:JbYAAOSwPMZmgreM&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnHH%2FXaRPZZ4Rpc096HdGh%2Fv7nZ%2Fu4GrF%2FzPbbX3Y0A8%2BiaJYnV8ykVhwglRElNfJD%2Bee5xMdarMB7vom3u5FV2GtpFjJqWhhRV4LJ6f7U8K9IBFN2EA8mqxwPmbln2w6IWUQPiM%2BzQCAmukDm%2Bzxo3Yc2tj5HrI4XEfghw%2Bg2PPVX96RSI8OQti6DYHQVTqheqosfTtxFg6AQLOiWWxUYmm1CXKuI%2Bqsxv9mm0dOF06Yi5J%2BaAVTaly6kyAyD14XC3rlAKZ6JZAgcIZKMWTZUh%7Ctkp%3ABk9SR5rT2NqwZA
24,OnePlus 7 Pro - 256GB - Nebula Blue (12GB RAM) (Unlocked) (Dual SIM),Pre-Owned,64.0,Sweden,,https://www.ebay.com/itm/176534364871?_nkw=phones&epid=16031885402&itmmeta=01J62TP5668CGFRA63CXHREAHR&hash=item291a44a2c7:g:hawAAOSwGcdmcyYC&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKkxcuwids4zwc3%2BzJLr4qAePe6cWSFk7DFHBvsXIzwZ5Q12cUK%2FGqaSi4xT%2BmvpkNXqI6hNseZqRrdPHBPX6sf5sRPXbnk23o0OKH%2BULL96jsTLyt0r8eJG0gji6OdW2nDiGjDxt2jP4%2B5ZRcF4gB8owVk7ASpMjHml%2F3bPeFDWG04pfmDmeWbwDhgW%2F4W2Z5p%2BW2RoICxj%2Fo3IZRpDMq2rqoO5QPWY1VQgpDcfIsfLoA%3D%3D%7Ctkp%3ABk9SR5rT2NqwZA
25,Samsung Galaxy S21 5G 128GB G991U Unlocked - Good,Good - Refurbished,154.99,United States,7368.0,https://www.ebay.com/itm/254987231741?_nkw=phones&epid=28043687656&itmmeta=01J62TP566JJKF4M0BFPD6A00G&hash=item3b5e6c61fd:g:C0EAAOSwPC9mVjpy&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnY150blS%2BFtPt9Djb0Kx94H9J3PUaQCbDgEX2VW%2FStnuYNjzms82d7Y6dQhM%2B2u3v9PNeMqI3sHPpv1F5P%2BPhKYgkGwGjJ93poL%2FzqBI2w3i9jlw2PQWu1Hm3fF5rX7iXhcler88QoqC%2BOZ6%2FvsoTAwV%2Bml%2Fm3CyxN4VqHseoWfJLaUGdf1V9Dv6GuQajikwQalgWcqxoRt14F0ELDYuOrnWAMgjaJpc3hOSVWtGYFrg%3D%3D%7Ctkp%3ABk9SR5rT2NqwZA
26,90%N ew Apple iPhone 4/4s White/Black 8/16/32/64GB Fully UNLOCKED classic 3.5'',Pre-Owned,27.98,China,,https://www.ebay.com/itm/355831062944?_nkw=phones&epid=240189244&itmmeta=01J62TP566KV62G5HYZVY5WGSA&hash=item52d92f21a0:g:kMYAAOSwtQ9mYCEK&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnSisW0i7ZAAHGz%2B8fkW8dYjgKEXRthXVP9LYB5yuABGHkKOyp5mwoYtwy8DJ58U777nNtRqOCJrMkIrKTZTmrcBVNahyJLblIsgVHqScBlLx0pIe0DcNqkVmuW%2FSHGLSmrVzqzbaFvyOc2PsHU%2FeKHcv6PoOEhAFvycIuh8j%2BVWmDEgLF8UWb0aKpaK2mBkpUKO5ZhHenBq0t7f03VE6d6sKGk8wgk8YtEXGujtOrmEKMQorRhq3HNoieuAUecjMnBxOZ25xiJoQ7uriBxtLkg%7Ctkp%3ABk9SR5rT2NqwZA
27,Unlocked Phone 4G LTE | Finger Print Android 11  | 2022 Model,Brand New,29.99,United States,1303.0,https://www.ebay.com/itm/125783437533?_nkw=phones&itmmeta=01J62TP566JHG16FAKR118226C&hash=item1d4946f0dd:g:sBAAAOSwO-RjmxmP&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnThW5038ioSm22DAzK1hZmjRmIeuHN2nNJWs7mmrQRYntHNy4Uo7pFwteKIzRsFGfs9CIK80u8X74ks3TocrPPTvKCCo%2FW%2FpQMFusderFc3EPuJ67J3ZEJynzxZQSpFzzYoedloV%2Be%2F4EcqHfoftR2P6LhllpgU%2B%2BVnx6FG2JaU%2Bvj2RHIBC18rY21NyHA232yfFnhcwdhKl6xiV0vyUwf8MQuxxeqIBqVQOFUMYrK0alRQWN6MAuSbC0f7VAkcs3x4%2F8Sxd20%2BDwkMDnr0Ypd%7Ctkp%3ABk9SR5zT2NqwZA
28,【Five models】Apple iPhone 8|iPhone 8Plus|iPhone X|iPhone XS|iPhone XR-Unlocked,Pre-Owned,99.56,China,,https://www.ebay.com/itm/315622700923?_nkw=phones&itmmeta=01J62TP566E7259N5V05PRT14P&hash=item497c94377b:g:5BcAAOSwjsNmxcaI&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKm3Ptl5c97Koi%2BhOwg5xU7kgrj1RpFN6hXmAaGqY12pfl9kVwOYXC%2Bkg5JyV52Xd3f0Wh54Pi5%2BeU%2BnzRKEabt%2BSA74%2BrQ7cal0TOT%2FJVdV9RakbKToTFB2sPanTq6WZfg2W10IdwTFqt71Y%2FkSCkOAqhSa%2FHmdSc1LLkB3sV21sd6pMETsHF%2FE6ps6QN2FX0pqZrnH6nSQsSXi9zPq%2Bfwj5I2zJwUdcUYD4f4HwWM0NgFrXWNXw6PNTmWosBnjhHAmdtgdOpfZrjWaHz3P4W%2FA%7Ctkp%3ABFBMnNPY2rBk
29,"Microsoft Lumia 950 XL 3GB+32GB 2-SIM 20MP 5.7"" Windows 10 UNLOCKED 4G LTE Phone",Open Box,176.64,Hong Kong,,https://www.ebay.com/itm/155570743333?_nkw=phones&itmmeta=01J62TP566PPDZK35PF854W09G&hash=item2438bd2825:g:XeEAAOSwknNjRUbS&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmRlxJUBuUBUpy3Ndej5zAZPxNyrvcxEz4I6S8HyuPac%2BSv%2F%2BPaTdGEPdghqaPKlZNdP9u6sAOIWMzh67z3Zcb8rPh57uJSaSQSE6wJz58j4u67o8%2FpPlAK3SVDYtbmyz2O%2F54WFDQK4r5r8yAvW%2FsvIvVvyiAK0drgq05mnjZKitg%2B5ryQtoXkf9sLaQDm3gm4GDsFR3aQ2mzUN12SN3m4EpR3RFZKWyxZGwZ4%2FWhPSW3P6v%2FsECrcVf92rV290Dz56A8XQp19ogqN508WyUEM%7Ctkp%3ABFBMnNPY2rBk
30,Xiaomi Mi 11 Lite 5G NE 8/128GB,Pre-Owned,95.02,Italy,,https://www.ebay.com/itm/156371826519?_nkw=phones&itmmeta=01J62TP566KSD9SMTB0RGYEC61&hash=item24687cb757:g:eCkAAOSwtDdmwJyh&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnJxHwjPs%2BDpWGPgUvH0m6KV2cJVHzB2FsE0Zy7PkoxfHqAjJvZ47kemmmn0Q5m7M57Dl8bGhWIarcyfgn1Ru8N5ic%2BMA7Ux2c%2FmzssFZP1pEXLivjfkFdZ5lOihWpNW86ing4jPOgsmiBOektZKRTLFTOdeWksUs9LJ%2B3gMOG4DL7merOx4pVp31Sm3VTfjRibMQ2x8yBEg6Ezxtgi%2F6Y6Z%2FxZdQ6ZIgB0kWskl9DgmZSPDAOgFygGrzkxA%2Fi8gQbfgiDGGAoZqBrUWb9J8i7h%7Ctkp%3ABFBMnNPY2rBk
31,Samsung Galaxy S21+ Plus 5G Unlocked G996U 128GB Android Smartphone Open Box,Excellent - Refurbished,224.0,United States,,https://www.ebay.com/itm/335485187187?_nkw=phones&epid=15043690197&itmmeta=01J62TP567Y2D6AKG4K7HMAFWR&hash=item4e1c79b473:g:Fh8AAOSwG11kJHCN&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKkQqmeicE6huH%2BbE4nzbtHZCTkAscHHeiFvX94soS3VkROtBCSy5MwBcyrtvZvzcaP4o91gne72NS1YNOMnJMwVA0%2B8c2KwPZs93qP3t%2BQFM0iTvP%2B8KRx56NARV9BFpkYc34%2B4SBy3BvEiLfFXl6nPwnQkdvJvg%2B0m%2FTQdWraka%2BrjkWDjKKbmx1xM%2FyoO%2FVPm4cobY9lb6kj46aLa%2FwSpXq0iCNh19nzoPu9KyUYICj6opuToiS9lC6iApelhFrGcfW0juXe7Y--Tb3pnrdTR%7Ctkp%3ABFBMnNPY2rBk
32,BlackBerry Classic Q20 SQC100-1 Unlocked Mobile Phone White BlackBerry Q20,Pre-Owned,99.99,China,,https://www.ebay.com/itm/315408520493?_nkw=phones&itmmeta=01J62TP567XBGCHF8JJYDXYW3J&hash=item496fd0152d:g:ae4AAOSwlyNmWzDy&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmbZyKuZIC46HuxvdGhcnB5bO40puWpHsD1NqdcEOUvxhIhrGrFCqW%2FI5Idjvz2DygU5BcYmm3HpqpHhuHkpe7G3gWlCehq628Y%2Bd8BJtnVIMvhjMRkpjO5GZQEwQq%2FT59uV81jHBjhcAr3V5mXzrSmNLEamfEj2hGfj7KAKgVPimnuwT2Fd7V8GwDpkKk3s%2Fws0wAbepixcp5bihOQIe1CJiQXyk8wr3chFEQJQzygnA%3D%3D%7Ctkp%3ABk9SR5zT2NqwZA
33,Samsung Galaxy S21+ Plus 5G Unlocked G996U 128GB Android Smartphone Very Good,Very Good - Refurbished,189.0,United States,500.0,https://www.ebay.com/itm/335247640004?_nkw=phones&epid=20043689450&itmmeta=01J62TP5673P9KV66T32476JVJ&hash=item4e0e5105c4:g:Fh8AAOSwG11kJHCN&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKm3z%2BV3rzRDEiZeYt9FaWClEDpc3TL6J2sm3GmCex97aQycvyL2d5srsMRovAzgQK0M7rBOpX7yJ3JPK7ylSnX8OtRWmianoqzpLZaUtT6Oo2rf%2BYTzl0R%2BZMTlFrosHwC6J1bIP55N2Aws5OORsSIQ8zMc5Lw6xLXBSLMdYWK7XzLTDhIwq7me1rJsptPEbN82tlhPoVnYxIiExFxOLMkdlzC3sj%2BI5gcBgTABxEnsAQ%3D%3D%7Ctkp%3ABk9SR5zT2NqwZA
34,Motorola Moto Edge (2020) XT2063-2 Unlocked 256GB Solar Black Good,Good - Refurbished,109.99,United States,,https://www.ebay.com/itm/196538575997?_nkw=phones&epid=18041812644&itmmeta=01J62TP56782ZAK5RJ1B9K62S6&hash=item2dc29cac7d:g:24cAAOSwqJNmrVOa&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKluijXthozVi2PYYUn4Apzj3k4wCoLdKLnNh8B2D6p%2FVU%2BqNk4zrLePiX%2Fo2PTmyCH73MTmJyp9TXnDZx3l9ZnprxBedaB4hzNeurToxnEjEDjN13Tc3jYN%2FQhP%2BNkm6x4E7Of9ZmbRySff17yZ4i2S2H%2BOLL%2BQkAaYhYWJDLe7cxFwcfy7tZxmMdjI0HslmGEkee1TkKLKgCmAiUc6yqAcq1DF8T9fdrB6Pd206jyjzA%3D%3D%7Ctkp%3ABk9SR5zT2NqwZA
35,85% N ew Apple iPhone 4 4S 8GB 16GB 32GB Unlocked Black White Fully working,Pre-Owned,29.0,China,72.0,https://www.ebay.com/itm/155611329818?_nkw=phones&epid=240445906&itmmeta=01J62TP567JAP4P72NDA41XSYP&hash=item243b28751a:g:B78AAOSwo3Vki9Py&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmiB0ThxAQMa5YUmrR2h9IiNSHeqOI4cE%2BJ26lcxmBE1i54lTSBNG08NyY%2BWAn4uj6%2FaXSfJjftNNX1UcZjQXJewS9uUUqcKEMZ9ndYZF%2F05cmeRYXcRJnTdlHQRfvHbMNAkPtLBB31PtuDgeru0m4fbMAzosjtGkvNvvxo31sbIhkkLu3naVLwVhyKMhs4gNJBEF2tJhIgnkcyXAAfRzXwbRY7QlwgHxd3dFwmc6QTpg%3D%3D%7Ctkp%3ABk9SR5zT2NqwZA
36,📱 Apple iPhone 5C 8/16/32GB - Unlocked Multiple Colors Grade A IOS10📱,Pre-Owned,25.0,China,,https://www.ebay.com/itm/334971128868?_nkw=phones&epid=240531058&itmmeta=01J62TP56760NWMAHJCGCCYXAR&hash=item4dfdd5cc24:g:ASMAAOSwPA9kyLaB&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmfbN7xw%2B7aQpiqLCJgWVatecvj1MsKV10ZqoyX1KxHAyqzbPnUSD6kt8tZPTKCfdh2GD%2BDnx6NYHkUdnZp9KMOPDOCYjrznYS1x5yEJMh7NbRL9ssFckyWgCImIACQhHmO4EPKHakWtsJ8zALvWKACpfW%2FjDQIPTPo19QmmVQIzsbVgi2MVXxPkJbZRlzkOLYxyUQQ3UNf6cuV2MMaccKLixmCpqnyD9XkdtTYLxPb0w%3D%3D%7Ctkp%3ABk9SR5zT2NqwZA
37,ASUS ROG Phone 3 -12+128 GB - Black (Unlocked)  TESTED FULLY WORKING GAME PHONE,Pre-Owned,278.0,China,,https://www.ebay.com/itm/156355414764?_nkw=phones&epid=7042593837&itmmeta=01J62TP567CFGHF11FR9F96DY7&hash=item2467824aec:g:HlgAAOSwPIBmvKLx&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKmeN6iPNbYmaGVjY6WoJ1gtNKqJT%2BRq0EjWeXWLjmrrOA3VS0WFOWXpKEXerFHnchw%2BzAWuI4Fqrw%2BnRUlrnQyq7J1BqwoEqD6txVPanC34XpKr9ll0g34wydLhEVALgmEoylKf%2Bq942QatL5xYGfL4I1PGQPPEn6cG52tJ4y1tF%2BJpp9x5MZ31GUiBKGxAllngsOVcniPQAxeMSnmXQBxpPedTZYp%2FIwQv59WjKxwPDw%3D%3D%7Ctkp%3ABk9SR5zT2NqwZA
38,Samsung Galaxy S21+ 5G 128GB G996U Unlocked - Good,Good - Refurbished,167.99,United States,1218.0,https://www.ebay.com/itm/255080561107?_nkw=phones&epid=28045526376&itmmeta=01J62TP567B4MK4F9W6Y89A89W&hash=item3b63fc79d3:g:NM4AAOSwgqFmUOJ0&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlGQ8MFFGuWuI7IAEbo%2BuVgpGpcYgeU31rCqBtvfJ9v7uKHls7HjEDXDmFJNlLRvSYv6qlqOhd0OnmPizwJGJWLxFdKuxgngf8n%2FDIqK8MKYT1T4Sgck2TyYFijTsjvjg9A037Np2sXEjWfnVlHTvZEI6xIbJeBhuSgKRfcaIf8Cde%2FeuAmphpUwkM7cdwQX33gW7wqshHLPqIZ7D3rcD7VWXoXAX4GLBb0PxugegZ3CEpprjLImU%2FsKjos2m%2FYaim%2FLkD1OM9mCyg291opFVGq%7Ctkp%3ABFBMnNPY2rBk
39,BRAND NEW SAMSUNG GALAXY S20+ 5G PLUS G986U1 128/256GB GSM+CDMA SMARTPHONE,Brand New,212.78,China,,https://www.ebay.com/itm/135159731432?_nkw=phones&itmmeta=01J62TP567DRY210Q9PZYJG989&hash=item1f7825d4e8:g:VfkAAOSw4opmn8qu&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKlF1fFXuLzk9bfMKmI8RxqsA5frBfFOxef5xnCGIXAy3aX%2FPhwzf0TGoeayvo1qM2QT%2B51NqIF%2F3BdAa0hjaAPWz2LVKG0ilFSX%2Bwci35DnmYRjzzyMWIizv8dLbA%2Bf1gY4UPsZjHSr4tujT3P1Wu6867G8A37PR2YH%2BYPqkViatZwAunZsxxD26TpEG0UF3VeD0tIt2JTlbS2mu4M%2FhcytQ1RNRATZ1nnz4V85c63saucP4RGPOj4FPHRtYWOcF7rWPt7LNy8OFBNkQi5zNSjI%7Ctkp%3ABFBMnNPY2rBk
40,Apple iPhone 11 -64GB Black Unlocked A2111 Brand NEW SEALED IN BOX Smartphone,Brand New,259.99,United States,28.0,https://www.ebay.com/itm/145966846130?_nkw=phones&epid=14064992071&itmmeta=01J62TP567DB38YZVG15S28N7R&hash=item21fc4d50b2:g:WFIAAOSw2dBms-tb&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKluHbwteUsdEUz7P8nVYLaaXcB239Rkb8T%2B0waxJiIsrAaShkmOYmwclSgEwYZ5QxAE8jVSRnC1NSlb1sGbOI%2BdE%2FzpSiUxIU7vMMfNUjzzgP1%2FIzbgDL6LXwJ0z%2BEXspFZDOZ3bwZaIzMtfEqNsTx4R88s3bvH7f7epTCpUqDKLjk3esPueGCKbprHxgF%2BZXe6k%2BLelbFpMU3wstwdHTyVZqf6X%2B4VyyT8aXFnyMlahCi%2Bp44rIOlb%2B82XAEGbmehjC4hVI6yuoefGsDq8GiDY%7Ctkp%3ABk9SR57T2NqwZA
41,Working well Original Apple iPhone 6 6 Plus IOS 4G 16/32/64GB Unlocked all color,Pre-Owned,36.0,China,,https://www.ebay.com/itm/156198581180?_nkw=phones&itmmeta=01J62TP567NQGYKS9GW6NH85VF&hash=item245e2933bc:g:IUwAAOSw~7xmOzib&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlaAd8bBtfQaQh7TxgVp1TsH8Oh%2B7nKu3sYIqfvGyH%2B%2Bgtfko9cOMQabRH7D%2Bt55RY1dB5lcUhtk8DYWikVB293u1CKlobvufbVoIJonupRLKiyhvGPl7avMQVcAicA0sMc2Ngp2xZ2lmUsziuiTB9sfAjk6lkcomGVCS2nh4Ehr7s1OLgnD2RnPEvbM1zPTeA9EAjBE2bFBEvQArUD5EM8DyDdAPqn06aFrWGoNwtZEA%3D%3D%7Ctkp%3ABk9SR57T2NqwZA
42,Fully Working Apple iphone 2g 1st generation unlocked 4GB 8GB 16GB Rare IOS 1.0,Pre-Owned,98.0,China,51.0,https://www.ebay.com/itm/155717085108?_nkw=phones&epid=240174780&itmmeta=01J62TP5677FJWGXA36CS8WVEQ&hash=item24417627b4:g:ExEAAOSwo2RkNk48&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKmW%2FDLCJ5GJA2cP7WWsmLTlnoQCsGe1y1bUEN4SpcqrJBI9KCdjM1ZQw%2B6UFgjIzQOOQgbiF49p0cJWW7e43eMhGG7yz3vT3A7D2YCR26yKssDgdmRXD1jja5MskKw3e3i0IUJieSyKggupEZymeBN5q4sgoQZ5bjsY8cTlq6y3yxw2O8EIdxiqkr%2BSL9yIzwtb2R%2FDE4r2yN6Cn8%2Fc%2BIPL%2Bz8tonKKFSkIxOdhyBQWwifQkEDsCs83zgDyXu%2FkIvCKendYdOBW2F98xrsejBDl%7Ctkp%3ABk9SR57T2NqwZA
43,full working Apple iPhone 3GS - 8GB - Black Unlocked A1303 (GSM) IOS6,Pre-Owned,30.0,China,,https://www.ebay.com/itm/404483546907?_nkw=phones&epid=99984545&itmmeta=01J62TP5678SCXNSQ5Y7026PWA&hash=item5e2d191f1b:g:19oAAOSwA-RjvjGo&itmprp=enc%3AAQAJAAAA4HoV3kP08IDx%2BKZ9MfhVJKnwdFgbN1fdfG0zQWuYQWX35LrzsH35grNMmvb%2BddwseeDsHB3zGo3OV8xtACgCtfHFd5%2BgqvY0M23WDmRtTk62cLJN%2BbIUxc86p1fTa6hWNcJBC6vl%2BdVUt5UYPV%2FIOi38UdvncDahfnFNJjLsRf5tnFYv3%2BycC5NeouYIeMTP00Bl4ZYUwK8WE8thC5F62pZaoBzDhv%2B9WY2k5nW6HV7WB1A9oZAIegKUTzxv8ihi6xV8Ab4y%2FvDmz7Fu%2BM%2B3vAODSvGq7qiqst0spAzqnD0H%7Ctkp%3ABk9SR57T2NqwZA
44,Samsung Galaxy S21 5G Unlocked G991U 128GB Android Smartphone Excellent,Excellent - Refurbished,199.69,United States,75.0,https://www.ebay.com/itm/334454338386?_nkw=phones&epid=4043682109&itmmeta=01J62TP567KXD0SAAPR2AED1TZ&hash=item4ddf083352:g:dt4AAOSw7sFjcpVL&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKl60EFzTX287CxRYWIVik9%2BqYqlC8kcDXUmHGJ1w%2FOujsd1ZWaTRa7igOPTnrHLqWQq%2FaRR6Hj6CCUY2D7fhDJuKqflqSVUw2De25A%2FvsS52ZGBHUDtmhgTkZzudYI6HIexOg0bt8lO02ur5J7ZlTNT3RJodciV3vIQlrpjHQ5HtglYRdgA407nsLQ%2FhuxMGuWk2aZTJbnrAQZmkIkw3bFfWr%2BmCsoUuoQQ4MqSb3AKww%3D%3D%7Ctkp%3ABk9SR57T2NqwZA
45,📱 Original Unlocked Apple iPhone 5S 16GB IOS12 4G Grade A no fingerprint 📱,Pre-Owned,25.0,China,,https://www.ebay.com/itm/266717711591?_nkw=phones&itmmeta=01J62TP567E5QVAAK8F83Q1XP9&hash=item3e199d4ce7:g:UIcAAOSw2HZl8Xci&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnEYQy81ZjvOWtOmb0veXjYDionwcjwdJ9SfdyvzAuKlTUBaWC15Q%2FDI4e6z1JQD1MoNZujujdFV7zF5FJP3bHswToGco6cEX73o9jSpAL2mI10FB8gSN6K40OOYLymP5S3%2F73wps2VMeucpYDaaZcOP8f4iy4I1HGa%2Bu0H4qOUsryo%2Fso8oEsH%2FO6o5JPo7E3K559e9KwfHAm6A5EOfLDKbyWPdEsUAfVqCVIIqUA05Q%3D%3D%7Ctkp%3ABk9SR57T2NqwZA
46,📱 Unlocked Apple iPhone 6 plus 16GB/64GB/128GB IOS 4G WIFi usedphone 📱,Pre-Owned,33.0,China,,https://www.ebay.com/itm/386960284338?_nkw=phones&itmmeta=01J62TP567YNQ9NWH5FRK9Z4RS&hash=item5a18a15ab2:g:jq0AAOSwz0tmK3CX&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKnyTF9PnsIPsCING3h0NekwOc%2FdiOwpxXOtsse%2FCzDwby6%2FUqD%2BliM%2BkVusbsR0GyZFtUsZIQFlmo35IgsnWcntz1fmXClqp7rl4%2FWlawu98VN8Qb%2BKpW0V9bXVc2TJU7qa1BfR3ktSuQpGO3mAjZ%2BfwiHnUDHPJVbWasDDwQZs1GrzJuWM5OpQdZocZtQkpAcerlQA0XMjmEWWbgNudwoX0%2F1nnMzjUCEa%2FssfxM24tg%3D%3D%7Ctkp%3ABk9SR57T2NqwZA
47,"Unlocked Samsung Galaxy Note 4 (SM-N910U) 32GB Android Google 5.7"" Usedphone",Pre-Owned,42.0,China,,https://www.ebay.com/itm/156322216148?_nkw=phones&itmmeta=01J62TP567Q38M2CS55Q3BX9KM&hash=item246587b8d4:g:FqMAAOSwBqVmow3T&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlsb1AYZXwf%2F7M1%2BgH6BpFgh8HgRiWWsSQQLjNh1DtQ%2BmwB%2BfDkLNUZZ5X2Qw8KqgJdotue2gVP%2FexmP94E1QC0ZTEft8ONTwEic9Pbfr5W8q9lXNTtMidtx6HYwDmZGDrc46x1wD0xbrPu7Dt4BdAaEISh2wzqKg7YHRlWhaI10mdU6J8pCyIs%2FD0ZyT0uuuHs69Nud1sVa5O1YOLCzrWBnszE2MNQVYhlgL3g6ao8wg%3D%3D%7Ctkp%3ABk9SR57T2NqwZA
48,📱 Apple iPhone 6 6 Plus IOS 4G 16/32/64GB usedphone Unlocked 📱,Pre-Owned,36.0,China,,https://www.ebay.com/itm/386989206085?_nkw=phones&itmmeta=01J62TP5677RVDD5QWCYRDJ6YK&hash=item5a1a5aaa45:g:n6EAAOSwzvRmOzu0&itmprp=enc%3AAQAJAAAAwHoV3kP08IDx%2BKZ9MfhVJKlLZ66I6c2A0acyYtI6JWi4OH7ISwwQNWRrhtESY8MwZJ95DpraGWCSfYo%2BvmQO2%2BlTtUQawu6Tfz%2Fr1McMBFiWepSTJ8DH6jEsGb3ypxhziipBpEjW2152ig%2BwdXzljpw6hOBUmt0BVId94CU%2BOth%2Fdt5Y4AGwDq%2FCPKPHgi6VJY6gdXGokPO%2BusrJjCZlcJ7Men4tUXiDFKxfJmQGC7WByQ2xmz7Lqikz4SeaC57byw%3D%3D%7Ctkp%3ABk9SR57T2NqwZA
